customer_id,gender,age,under_30,senior_citizen,married,dependents,number_of_dependents,country,state,city,zip_code,latitude,longitude,population,quarter,referred_a_friend,number_of_referrals,tenure_in_months,offer,phone_service,avg_monthly_long_distance_charges,multiple_lines,internet_service,internet_type,avg_monthly_gb_download,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,contract,paperless_billing,payment_method,monthly_charge,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,satisfaction_score,customer_status,churn_label,churn_score,cltv,churn_category,tenure_group,revenue_per_month,avg_monthly_value,service_count,satisfaction_tenure_interaction,satisfaction_monthly_charge_interaction,revenue_tenure_interaction
0947-MUGVO,Male,71,0,1,1,0,0,United States,California,Jolon,93928,35.930782,-121.189757,254,Q3,1,1,20,Unknown,1,5.37,0,1,Fiber Optic,24,0,1,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,73.65,1463.5,0.0,0,107.4,1570.9,1,Churned,1,95,5849,Competitor,13_24_months,78.545,3.6825,4,20,73.65,31418.0
0781-LKXBR,Male,65,0,1,0,0,0,United States,California,San Francisco,94102,37.7795,-122.419233,28998,Q3,0,0,9,Unknown,1,48.71,1,1,Fiber Optic,15,0,0,1,0,1,1,1,1,Month-to-Month,1,Bank Withdrawal,100.5,918.6,0.0,0,438.39,1356.99,1,Churned,1,70,4038,Competitor,0_12_months,150.77666666666667,11.166666666666666,8,9,100.5,12212.91
1907-UBQFC,Male,69,0,1,0,0,0,United States,California,San Francisco,94108,37.791998,-122.408653,13723,Q3,0,0,10,Unknown,1,5.46,0,1,Fiber Optic,24,0,1,0,0,0,0,0,0,Month-to-Month,1,Bank Withdrawal,72.85,688.65,0.0,30,54.6,773.25,1,Churned,1,91,3189,Competitor,0_12_months,77.325,7.284999999999999,3,10,72.85,7732.5
6513-EECDB,Male,75,0,1,1,0,0,United States,California,San Francisco,94114,37.758085,-122.434801,30587,Q3,0,0,1,Unknown,1,36.92,1,1,Fiber Optic,6,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,73.55,73.55,0.0,0,36.92,110.47,2,Churned,1,94,4369,Price,0_12_months,110.47,73.55,4,2,147.1,110.47
7074-IEVOJ,Female,75,0,1,0,0,0,United States,California,San Francisco,94130,37.820894,-122.369725,1458,Q3,0,0,3,Unknown,1,41.9,1,1,Fiber Optic,11,0,1,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,79.4,205.05,0.0,0,125.7,330.75,1,Churned,1,91,3501,Dissatisfaction,0_12_months,110.25,26.46666666666667,5,3,79.4,992.25
4750-ZRXIU,Female,68,0,1,0,0,0,United States,California,Palo Alto,94304,37.386978,-122.177746,1723,Q3,0,0,4,Unknown,1,6.68,1,1,Cable,17,0,0,0,0,0,1,0,1,Month-to-Month,1,Bank Withdrawal,84.6,360.1,0.0,0,26.72,386.8200000000001,1,Churned,1,83,2467,Competitor,0_12_months,96.70500000000003,21.15,5,4,84.6,1547.2800000000004
7028-DVOIQ,Male,71,0,1,0,0,0,United States,California,Birds Landing,94512,38.140719,-121.838298,138,Q3,0,0,35,Unknown,1,20.83,1,1,Fiber Optic,19,0,0,1,0,1,1,0,0,Month-to-Month,1,Bank Withdrawal,99.05,3395.8,0.0,120,729.05,4244.85,1,Churned,1,82,2074,Other,25_48_months,121.28142857142858,2.83,6,35,99.05,148569.75
4208-UFFGW,Male,80,0,1,0,0,0,United States,California,Byron,94514,37.83323,-121.601461,10153,Q3,0,0,2,Offer E,1,26.62,0,1,DSL,11,0,0,0,0,0,0,0,1,Month-to-Month,0,Credit Card,44.95,85.15,0.0,0,53.24,138.39,2,Churned,1,84,5900,Other,0_12_months,69.195,22.475,3,4,89.9,276.78
9889-TMAHG,Male,66,0,1,0,0,0,United States,California,Fremont,94539,37.516791,-121.899117,46917,Q3,0,0,8,Unknown,1,11.57,0,1,Fiber Optic,27,1,0,0,1,1,1,1,1,Month-to-Month,0,Credit Card,100.3,832.35,0.0,0,92.56,924.91,1,Churned,1,74,5084,Competitor,0_12_months,115.61375,12.5375,8,8,100.3,7399.28
8919-FYFQZ,Male,73,0,1,1,0,0,United States,California,Livermore,94550,37.571748,-121.659562,75929,Q3,1,2,44,Unknown,0,0.0,0,1,Cable,28,0,1,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,30.35,1359.7,0.0,0,0.0,1359.7,1,Churned,1,96,4829,Competitor,25_48_months,30.902272727272727,0.6897727272727273,3,44,30.35,59826.8
6646-QVXLR,Male,77,0,1,1,0,0,United States,California,Napa,94558,38.489789,-122.27011,63947,Q3,1,1,62,Unknown,1,7.11,1,1,Fiber Optic,16,0,1,1,0,1,1,1,1,One Year,1,Bank Withdrawal,103.75,6383.35,0.0,0,440.82,6824.17,1,Churned,1,91,5052,Competitor,49_plus_months,110.06725806451612,1.6733870967741935,9,62,103.75,423098.54
9369-XFEHK,Female,76,0,1,1,0,0,United States,California,Pleasanton,94566,37.633361,-121.862395,36669,Q3,1,1,33,Unknown,1,33.19,1,1,Cable,15,0,1,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,80.6,2656.5,0.0,0,1095.27,3751.77,2,Churned,1,72,3601,Competitor,25_48_months,113.69,2.4424242424242424,5,66,161.2,123808.41
1374-DMZUI,Female,65,0,1,0,0,0,United States,California,San Ramon,94583,37.766556,-121.976784,44078,Q3,0,0,4,Offer E,1,49.5,1,1,Fiber Optic,23,0,0,0,0,1,1,1,1,Month-to-Month,1,Bank Withdrawal,94.3,424.45,0.0,0,198.0,622.45,2,Churned,1,91,5419,Competitor,0_12_months,155.6125,23.575,7,8,188.6,2489.8
1989-PRJHP,Male,75,0,1,1,0,0,United States,California,Pleasanton,94588,37.685052,-121.912061,28568,Q3,1,1,27,Unknown,1,10.6,1,1,Fiber Optic,23,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,75.5,1893.95,0.0,0,286.2,2180.15,1,Churned,1,65,2377,Competitor,25_48_months,80.7462962962963,2.7962962962962963,4,27,75.5,58864.05
4822-RVYBB,Male,75,0,1,0,0,0,United States,California,Berkeley,94704,37.871416,-122.246597,21205,Q3,0,0,8,Offer E,1,40.45,1,1,Fiber Optic,29,0,0,1,0,1,1,0,1,Month-to-Month,1,Bank Withdrawal,100.6,819.4,0.0,0,323.6,1143.0,1,Churned,1,90,5906,Attitude,0_12_months,142.875,12.575,7,8,100.6,9144.0
4184-TJFAN,Female,68,0,1,1,0,0,United States,California,Berkeley,94707,37.897753,-122.279391,11889,Q3,1,1,3,Offer E,1,25.77,0,1,Fiber Optic,2,1,0,0,1,1,0,0,1,Month-to-Month,1,Mailed Check,88.3,273.75,0.0,0,77.31,351.06,1,Churned,1,68,4486,Attitude,0_12_months,117.02,29.433333333333334,6,3,88.3,1053.18
4145-UQXUQ,Female,71,0,1,0,0,0,United States,California,Berkeley,94710,37.872902,-122.303708,8157,Q3,0,0,8,Offer E,1,42.93,0,1,Fiber Optic,9,0,0,1,0,1,1,0,1,Month-to-Month,1,Bank Withdrawal,92.1,729.95,0.0,0,343.44,1073.39,1,Churned,1,81,5662,Competitor,0_12_months,134.17375,11.5125,6,8,92.1,8587.12
